Dt_name Cre_transcriptID	Cre_transcript_E_value	Cre_geneID	Cre_proteinID	Cre_protein_definition
Locus_13734_Transcript_1/1_Confidence_1.000_Length_1706	CHLREDRAFT123209	3e-106	e_gwW.83.51.1	Cre12.g514600.t1.2	PPDK regulatory protein
Locus_13739_Transcript_1/2_Confidence_0.667_Length_751	CHLREDRAFT148918	5e-28	Chlre2_kg.scaffold_23000068	
Locus_13740_Transcript_1/3_Confidence_0.600_Length_1704	CHLREDRAFT3724	5e-21	fgenesh1_kg.C_scaffold_24000058	Cre02.g123050.t1.2	NA
Locus_13744_Transcript_1/1_Confidence_1.000_Length_319			Cre05.g230050.t1.1	GTP-binding family protein
Locus_13758_Transcript_1/1_Confidence_1.000_Length_2055	CHLREDRAFT130199	0.0	estExt_gwp_1H.C_240068	Cre02.g144800.t1.2	N-acetyl-l-glutamate synthase 2
Locus_13773_Transcript_1/1_Confidence_1.000_Length_1735	CHLREDRAFT327440	8e-64	pg.chromosome_6_#_820	Cre06.g308100.t1.1	enoyl-CoA hydratase 2
Locus_13778_Transcript_1/1_Confidence_1.000_Length_547	CHLREDRAFT288373	5e-30	au.g6546_t1	Cre16.g674700.t1.1	NA
Locus_13780_Transcript_3/3_Confidence_0.667_Length_1117			Cre16.g676500.t1.1	alpha/beta-Hydrolases superfamily protein
Locus_13784_Transcript_1/1_Confidence_1.000_Length_406	CHLREDRAFT334549	4e-11	pm.chromosome_1_#_461	
Locus_13789_Transcript_1/2_Confidence_0.875_Length_1233	CHLREDRAFT295381	4e-47	au.g13080_t1	Cre06.g284000.t1.1	BSD domain-containing protein
Locus_13792_Transcript_1/1_Confidence_1.000_Length_1248	CHLREDRAFT146091	2e-27	Chlre2_kg.scaffold_16000182	Cre07.g349500.t1.2	transducin family protein / WD-40 repeat family protein
Locus_13800_Transcript_2/3_Confidence_0.667_Length_843	CHLREDRAFT143976	1e-57	Chlre2_kg.scaffold_9000207	Cre03.g169700.t1.1	tRNA/rRNA methyltransferase (SpoU) family protein
Locus_13805_Transcript_1/1_Confidence_1.000_Length_748	CHLREDRAFT184498	8e-49	estExt_fgenesh2_kg.C_260068	Cre06.g287100.t1.2	calmodulin 1
Locus_13816_Transcript_1/1_Confidence_1.000_Length_1573	CHLREDRAFT182359	8e-143	estExt_fgenesh2_kg.C_30118	Cre06.g257000.t1.1	NA
Locus_13817_Transcript_1/1_Confidence_1.000_Length_1294	CHLREDRAFT79435	4e-76	estExt_GenewiseW_1.C_180144	Cre12.g538400.t1.1	RNA polymerase Rpb7 N-terminal domain-containing protein
Locus_13819_Transcript_1/1_Confidence_1.000_Length_2409	CHLREDRAFT378066	8e-147	estExt_fgenesh1_pm.C_chromosome_50004	Cre05.g230600.t1.2	Regulator of chromosome condensation (RCC1) family protein
Locus_13832_Transcript_1/1_Confidence_1.000_Length_817	CHLREDRAFT194512	4e-63	estExt_fgenesh2_pg.C_680040	Cre17.g731150.t1.1	emp24/gp25L/p24 family/GOLD family protein
Locus_13835_Transcript_1/1_Confidence_1.000_Length_436	CHLREDRAFT183550	7e-07	estExt_fgenesh2_kg.C_10042	Cre01.g015650.t1.1	NA
Locus_13842_Transcript_1/1_Confidence_1.000_Length_1330			Cre12.g504100.t1.2	NA
Locus_13845_Transcript_1/1_Confidence_1.000_Length_1751	CHLREDRAFT191875	7e-58	estExt_fgenesh2_pg.C_250145	Cre31.g780450.t1.1	fucosyltransferase 12
Locus_13852_Transcript_1/1_Confidence_1.000_Length_645	CHLREDRAFT19999	2e-60	fgenesh1_pg.C_scaffold_51000063	Cre23.g767350.t1.2	UDP-Glycosyltransferase superfamily protein
Locus_13853_Transcript_1/1_Confidence_1.000_Length_1825	CHLREDRAFT150629	1e-167	Chlre2_kg.scaffold_32000182	Cre17.g729450.t1.1	chloride channel D
Locus_13855_Transcript_1/1_Confidence_1.000_Length_1154	CHLREDRAFT381357	0.0	estExt_fgenesh1_pm.C_chromosome_160219	Cre16.g672600.t1.1	NA
Locus_13868_Transcript_9/9_Confidence_0.446_Length_2704	CHLREDRAFT417251	9e-68	pasa_Sanger_mRNA21079	Cre02.g127852.t1.1	NA
Locus_13869_Transcript_1/1_Confidence_1.000_Length_333	CHLREDRAFT406477	1e-16	pasa_Sanger_mRNA2009	Cre01.g016850.t1.1	Uncharacterised protein family SERF
Locus_13870_Transcript_1/1_Confidence_1.000_Length_1212	CHLREDRAFT408645	1e-14	pasa_Sanger_mRNA17777	
Locus_13886_Transcript_1/3_Confidence_0.714_Length_860	CHLREDRAFT115546	1e-26	e_gwW.14.187.1	Cre16.g668000.t1.1	NA
Locus_13886_Transcript_2/3_Confidence_0.429_Length_985	CHLREDRAFT396947	7e-61	pasa_Sanger_mRNA15431	Cre16.g667850.t1.1	DUTP-PYROPHOSPHATASE-LIKE 1
Locus_13888_Transcript_1/1_Confidence_1.000_Length_1042			Cre11.g474150.t1.2	NA
Locus_13889_Transcript_1/1_Confidence_1.000_Length_464	CHLREDRAFT417452	2e-13	pasa_Sanger_mRNA23506	Cre03.g171000.t1.2	NA
Locus_13900_Transcript_1/1_Confidence_1.000_Length_1494	CHLREDRAFT151144	0.0	Chlre2_kg.scaffold_33000012	Cre11.g476850.t1.1	NA
Locus_13905_Transcript_1/1_Confidence_1.000_Length_1511			Cre02.g116850.t1.1	SET domain protein 38
Locus_13906_Transcript_1/1_Confidence_1.000_Length_1144	CHLREDRAFT195435	1e-54	SAN_fgenesh2_pg.C_scaffold_3000530	Cre06.g250650.t1.1	dynamin related protein
Locus_13910_Transcript_1/1_Confidence_1.000_Length_1046	CHLREDRAFT298700	4e-57	kg.chromosome_1_#_425_#_chlre3.1.102.3.11	Cre01.g013350.t1.1	NA
Locus_13911_Transcript_1/2_Confidence_0.800_Length_1144	CHLREDRAFT324272	3e-23	pg.chromosome_2_#_65	Cre02.g077950.t1.2	NA
Locus_13918_Transcript_1/1_Confidence_1.000_Length_738	CHLREDRAFT418289	1e-16	pasa_Sanger_mRNA21964	Cre03.g165250.t1.2	NA
Locus_13920_Transcript_1/1_Confidence_1.000_Length_955	CHLREDRAFT424130	6e-29	pasa_Sanger_mRNA9074	Cre12.g524900.t1.2	EIN3-binding F box protein 1
Locus_13924_Transcript_1/1_Confidence_1.000_Length_702			Cre09.g408050.t1.2	Mitochondrial transcription termination factor family protein
Locus_13927_Transcript_1/1_Confidence_1.000_Length_993	CHLREDRAFT408140	2e-48	pasa_Sanger_mRNA34980	Cre24.g769100.t1.1	DHBP synthase RibB-like alpha/beta domain
Locus_13941_Transcript_1/1_Confidence_1.000_Length_1138	CHLREDRAFT155892	4e-119	acegs_kg.scaffold_6000053	Cre07.g314950.t1.1	DNA binding;DNA-directed RNA polymerases
Locus_13952_Transcript_1/1_Confidence_1.000_Length_413	CHLREDRAFT205938	1e-59	SKA_Chlre2_kg.scaffold_8000202	Cre10.g424800.t1.2	P-type ATPase of Arabidopsis 2
Locus_13956_Transcript_1/1_Confidence_1.000_Length_1298	CHLREDRAFT296780	3e-73	au.g14408_t1	Cre07.g348800.t1.2	NA
Locus_13962_Transcript_2/2_Confidence_0.667_Length_573			Cre13.g594710.t1.1	Vacuolar sorting protein 39
Locus_13968_Transcript_1/2_Confidence_0.667_Length_620	CHLREDRAFT415585	3e-20	pasa_Sanger_mRNA19895	Cre02.g076100.t1.2	NA
Locus_13971_Transcript_1/1_Confidence_1.000_Length_811	CHLREDRAFT338196	5e-34	pm.chromosome_9_#_207	Cre09.g404350.t1.1	NA
Locus_13973_Transcript_1/1_Confidence_1.000_Length_581	CHLREDRAFT391240	8e-07	pasa_Sanger_mRNA32143	
Locus_13976_Transcript_1/1_Confidence_1.000_Length_755	CHLREDRAFT337883	1e-28	pm.chromosome_8_#_111	Cre08.g374800.t1.1	Transducin/WD40 repeat-like superfamily protein
Locus_13979_Transcript_1/1_Confidence_1.000_Length_984	CHLREDRAFT143294	9e-76	Chlre2_kg.scaffold_2000022	Cre13.g563150.t1.1	NA
Locus_13981_Transcript_2/2_Confidence_0.667_Length_572	CHLREDRAFT324443	4e-51	pg.chromosome_2_#_236	Cre02.g090100.t1.1	DHHC-type zinc finger family protein
Locus_13989_Transcript_1/1_Confidence_1.000_Length_579	CHLREDRAFT142882	4e-60	Chlre2_kg.scaffold_4000005	Cre10.g445650.t1.1	Structural maintenance of chromosomes (SMC) family protein
Locus_13998_Transcript_1/1_Confidence_1.000_Length_2307	CHLREDRAFT196595	0.0	MHS_estExt_gwp_1W.C_70287	Cre02.g073200.t1.1	L-O-methylthreonine resistant 1
Locus_14001_Transcript_3/3_Confidence_0.600_Length_1802	CHLREDRAFT134846	0.0	estExt_gwp_1W.C_20032	Cre13.g578750.t1.1	pyrimidine 1
Locus_14007_Transcript_3/3_Confidence_0.600_Length_2669			Cre12.g486150.t1.2	DNAJ heat shock N-terminal domain-containing protein
Locus_14046_Transcript_1/1_Confidence_1.000_Length_378			Cre13.g567250.t1.2	NA
Locus_14052_Transcript_1/1_Confidence_1.000_Length_2254	CHLREDRAFT409534	0.0	pasa_Sanger_mRNA16708	Cre17.g725100.t1.1	DNA topoisomerase, type IA, core
Locus_14057_Transcript_1/1_Confidence_1.000_Length_463	CHLREDRAFT141958	3e-17	Chlre2_kg.scaffold_5000368	Cre02.g098750.t1.2	STELAR K+ outward rectifier
Locus_14065_Transcript_1/1_Confidence_1.000_Length_1236	CHLREDRAFT381419	2e-99	estExt_fgenesh1_pm.C_chromosome_160296	Cre16.g682100.t1.1	NAD(P)-binding Rossmann-fold superfamily protein
Locus_14075_Transcript_1/1_Confidence_1.000_Length_1027	CHLREDRAFT402233	2e-93	pasa_Sanger_mRNA27352	Cre06.g310450.t1.1	Cyclin-like family protein
Locus_14101_Transcript_1/1_Confidence_1.000_Length_438	CHLREDRAFT344855	2e-22	estExt_fgenesh1_pg.C_chromosome_70458	Cre07.g347400.t1.1	D111/G-patch domain-containing protein
Locus_14106_Transcript_1/2_Confidence_0.667_Length_505	CHLREDRAFT320813	1e-22	kg.chromosome_17_#_1219_#_chlre3.68.3.1.1	Cre17.g731900.t1.2	Uncharacterised conserved protein UCP009193
Locus_14110_Transcript_3/3_Confidence_0.667_Length_2463	CHLREDRAFT421522	2e-21	pasa_Sanger_mRNA4536	Cre10.g419550.t1.1	RNA ligase/cyclic nucleotide phosphodiesterase family protein
Locus_14129_Transcript_1/2_Confidence_0.667_Length_1792			Cre03.g162400.t1.2	NA
Locus_14141_Transcript_1/1_Confidence_1.000_Length_1373	CHLREDRAFT148130	4e-36	Chlre2_kg.scaffold_20000272	Cre12.g555200.t1.2	NA
Locus_14148_Transcript_1/1_Confidence_1.000_Length_908	CHLREDRAFT423485	6e-60	pasa_Sanger_mRNA7058	Cre12.g512200.t1.2	zinc induced facilitator-like 1
Locus_14161_Transcript_3/3_Confidence_0.893_Length_2038	CHLREDRAFT401073	2e-19	pasa_Sanger_mRNA26470	Cre06.g270800.t1.1	NA
Locus_14167_Transcript_1/1_Confidence_1.000_Length_2679	CHLREDRAFT205571	4e-167	SKA_Chlre2_kg.scaffold_67000008	
Locus_14168_Transcript_1/1_Confidence_1.000_Length_1070	CHLREDRAFT156074	2e-67	acegs_kg.scaffold_4000124	Cre10.g466850.t1.1	FKBP-like peptidyl-prolyl cis-trans isomerase family protein
Locus_14173_Transcript_1/1_Confidence_1.000_Length_1113	CHLREDRAFT160148	2e-66	acegs_kg.scaffold_77000011	Cre08.g359850.t1.2	NA
Locus_14182_Transcript_1/1_Confidence_1.000_Length_1181	CHLREDRAFT122088	4e-133	e_gwW.56.45.1	Cre12.g493400.t1.2	structural maintenance of chromosome 3
Locus_14186_Transcript_1/1_Confidence_1.000_Length_1121	CHLREDRAFT340212	4e-10	pm.chromosome_13_#_337	
Locus_14188_Transcript_1/2_Confidence_0.667_Length_1619	CHLREDRAFT283063	3e-42	au.g1582_t1	Cre01.g030550.t1.1	ubiquitin-associated (UBA)/TS-N domain-containing protein
Locus_14190_Transcript_1/1_Confidence_1.000_Length_2420			Cre13.g583500.t1.2	TBP-associated factor 2
Locus_14193_Transcript_2/3_Confidence_0.400_Length_1956	CHLREDRAFT206036	2e-144	OVA_Chlre2_kg.scaffold_32000054	Cre17.g722800.t1.1	Insulinase (Peptidase family M16) protein
Locus_14196_Transcript_1/1_Confidence_1.000_Length_2032	CHLREDRAFT191650	0.0	estExt_fgenesh2_pg.C_260067	Cre06.g281250.t1.1	Cyclopropane-fatty-acyl-phospholipid synthase
Locus_14214_Transcript_1/1_Confidence_1.000_Length_628	CHLREDRAFT390875	2e-34	pasa_Sanger_mRNA31485	Cre08.g382200.t1.2	NA
Locus_14218_Transcript_1/1_Confidence_1.000_Length_290	CHLREDRAFT152446	2e-12	Chlre2_kg.scaffold_45000108	Cre01.g063900.t1.1	NA
Locus_14237_Transcript_1/1_Confidence_1.000_Length_2734	CHLREDRAFT284764	3e-94	au.g3160_t1	Cre12.g504350.t1.1	alpha/beta-Hydrolases superfamily protein
Locus_14238_Transcript_1/1_Confidence_1.000_Length_620	CHLREDRAFT148751	1e-72	Chlre2_kg.scaffold_24000150	Cre02.g121650.t1.2	staurosporin and temperature sensitive 3-like A
Locus_14242_Transcript_1/1_Confidence_1.000_Length_1137	CHLREDRAFT291781	4e-33	au.g9710_t1	Cre02.g145450.t1.1	NA
Locus_14245_Transcript_1/1_Confidence_1.000_Length_2382	CHLREDRAFT190792	1e-139	estExt_fgenesh2_pg.C_200082	Cre12.g544000.t1.1	NAD(P)-linked oxidoreductase superfamily protein
Locus_14259_Transcript_1/1_Confidence_1.000_Length_1255	CHLREDRAFT196143	2e-73	ALO_ALO_fgenesh1_est.C_scaffold_38000031	Cre13.g593400.t1.1	Thioredoxin superfamily protein
Locus_14263_Transcript_1/1_Confidence_1.000_Length_2033	CHLREDRAFT393637	7e-47	pasa_Sanger_mRNA30479	Cre07.g338900.t1.2	CwfJ-like family protein / zinc finger (CCCH-type) family protein
Locus_14264_Transcript_1/1_Confidence_1.000_Length_821	CHLREDRAFT196679	4e-27	DNE_1_Chlre2_kg.scaffold_8000156	Cre17.g731750.t1.2	cytochrome P450, family 707, subfamily A, polypeptide 3
Locus_14268_Transcript_2/2_Confidence_0.750_Length_1435	CHLREDRAFT122510	2e-137	e_gwW.67.19.1	Cre16.g663600.t1.1	phosphate transporter 4;5
Locus_14270_Transcript_1/1_Confidence_1.000_Length_609	CHLREDRAFT394561	1e-10	pasa_Sanger_mRNA12379	Cre14.g626500.t1.1	Transducin/WD40 repeat-like superfamily protein
Locus_14279_Transcript_1/1_Confidence_1.000_Length_1342	CHLREDRAFT192295	5e-130	estExt_fgenesh2_pg.C_340024	Cre03.g160050.t1.1	NA
Locus_14288_Transcript_1/1_Confidence_1.000_Length_860	CHLREDRAFT193635	1e-26	estExt_fgenesh2_pg.C_450033	Cre16.g670200.t1.1	postsynaptic protein-related
Locus_14292_Transcript_1/1_Confidence_1.000_Length_1280			Cre01.g068200.t1.1	NA
Locus_14317_Transcript_1/1_Confidence_1.000_Length_2085	CHLREDRAFT179410	5e-87	fgenesh2_pg.C_scaffold_67000063	Cre16.g664300.t1.2	helicases;ATP-dependent helicases;nucleic acid binding;ATP binding;DNA-directed DNA polymerases;DNA binding
Locus_14318_Transcript_1/1_Confidence_1.000_Length_819	CHLREDRAFT121145	2e-51	e_gwW.43.18.1	Cre14.g616200.t1.1	mannosyltransferase family protein
Locus_14320_Transcript_2/3_Confidence_0.600_Length_1336	CHLREDRAFT205785	3e-30	OVA_fgenesh2_kg.C_scaffold_39000013	Cre16.g653150.t1.1	NA
Locus_14336_Transcript_1/1_Confidence_1.000_Length_1585	CHLREDRAFT206118	1e-82	SKA_estExt_gwp_1W.C_250055	Cre09.g400750.t1.1	ammonium transporter 1;5
Locus_14340_Transcript_1/1_Confidence_1.000_Length_884	CHLREDRAFT184222	1e-37	estExt_fgenesh2_kg.C_210032	Cre08.g378050.t1.1	NA
Locus_14346_Transcript_2/3_Confidence_0.600_Length_1215	CHLREDRAFT392110	7e-51	pasa_Sanger_mRNA29449	Cre07.g338602.t1.2	Y-family DNA polymerase H
Locus_14349_Transcript_1/1_Confidence_1.000_Length_1342	CHLREDRAFT397144	2e-41	pasa_Sanger_mRNA14354	Cre02.g144550.t1.1	Na+/H+ antiporter 6
Locus_14383_Transcript_1/1_Confidence_1.000_Length_1837			Cre22.g764300.t1.2	NA
Locus_14387_Transcript_3/3_Confidence_0.778_Length_1425			Cre17.g728850.t1.2	NA
Locus_14389_Transcript_1/5_Confidence_0.333_Length_507	CHLREDRAFT394021	7e-16	pasa_Sanger_mRNA6171	Cre11.g474850.t1.2	Pseudouridine synthase family protein
Locus_14394_Transcript_1/1_Confidence_1.000_Length_386	CHLREDRAFT395015	7e-17	pasa_Sanger_mRNA12980	
Locus_14398_Transcript_1/2_Confidence_0.667_Length_1494	CHLREDRAFT188483	1e-16	estExt_fgenesh2_pg.C_100271	Cre07.g330450.t1.1	KOW domain-containing protein
Locus_14424_Transcript_3/4_Confidence_0.714_Length_687	CHLREDRAFT392274	1e-29	pasa_Sanger_mRNA30492	Cre07.g339600.t1.1	Peptidoglycan-binding LysM domain-containing protein
Locus_14425_Transcript_2/3_Confidence_0.500_Length_1476	CHLREDRAFT174097	1e-150	fgenesh2_pg.C_scaffold_24000172	Cre02.g122250.t1.1	aspartate aminotransferase 3
Locus_14426_Transcript_2/2_Confidence_0.667_Length_1182	CHLREDRAFT116855	3e-60	e_gwW.1.628.1	Cre01.g044150.t1.2	methyltransferases
Locus_14446_Transcript_1/1_Confidence_1.000_Length_506	CHLREDRAFT173359	4e-28	fgenesh2_pg.C_scaffold_20000208	Cre12.g550800.t1.2	DNA-directed DNA polymerases
Locus_14450_Transcript_1/1_Confidence_1.000_Length_1575	CHLREDRAFT114154	2e-55	e_gwW.9.212.1	Cre03.g172250.t1.2	GTP binding;GTP binding
Locus_14462_Transcript_2/2_Confidence_0.909_Length_2022	CHLREDRAFT206044	2e-131	OVA_estExt_fgenesh2_pg.C_10788	Cre01.g051950.t1.1	Eukaryotic aspartyl protease family protein
Locus_14465_Transcript_1/2_Confidence_0.667_Length_880	CHLREDRAFT190925	2e-30	estExt_fgenesh2_pg.C_200298	Cre12.g555550.t1.1	villin 3
Locus_14467_Transcript_1/2_Confidence_0.667_Length_1035	CHLREDRAFT420039	4e-79	pasa_Sanger_mRNA21787	Cre03.g157100.t1.1	NA
Locus_14468_Transcript_1/1_Confidence_1.000_Length_1051	CHLREDRAFT148752	3e-19	Chlre2_kg.scaffold_24000151	Cre02.g121700.t1.2	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
Locus_14470_Transcript_2/2_Confidence_0.667_Length_808	CHLREDRAFT206412	2e-24	OVA_Chlre2_kg.scaffold_7000290	Cre02.g088050.t1.1	Polymerase/histidinol phosphatase-like
Locus_14472_Transcript_1/1_Confidence_1.000_Length_969	CHLREDRAFT376486	3e-38	estExt_fgenesh1_pm.C_chromosome_10352	Cre01.g031250.t1.1	Protein of unknown function (DUF1279)
Locus_14485_Transcript_1/2_Confidence_0.667_Length_970	CHLREDRAFT393369	1e-41	pasa_Sanger_mRNA29023	Cre07.g319950.t1.1	NA
Locus_14497_Transcript_1/1_Confidence_1.000_Length_1377	CHLREDRAFT408173	5e-29	pasa_Sanger_mRNA35003	Cre24.g770300.t1.1	NA
Locus_14515_Transcript_1/1_Confidence_1.000_Length_308	CHLREDRAFT179884	5e-14	fgenesh2_pg.C_scaffold_77000005	Cre08.g358800.t1.1	Pyridoxal phosphate (PLP)-dependent transferases superfamily protein
Locus_14529_Transcript_1/1_Confidence_1.000_Length_2023	CHLREDRAFT187119	0.0	estExt_fgenesh2_pg.C_30218	Cre06.g265950.t1.2	NA
Locus_14532_Transcript_1/1_Confidence_1.000_Length_1146	CHLREDRAFT186089	2e-136	estExt_fgenesh2_kg.C_970010	Cre17.g718950.t1.1	P-loop containing nucleoside triphosphate hydrolases superfamily protein
Locus_14541_Transcript_1/1_Confidence_1.000_Length_215			Cre15.g636600.t1.1	NA
Locus_14544_Transcript_1/1_Confidence_1.000_Length_993	CHLREDRAFT179251	2e-80	fgenesh2_pg.C_scaffold_64000033	Cre08.g372000.t1.1	NA
Locus_14546_Transcript_1/1_Confidence_1.000_Length_1589			Cre17.g738800.t1.1	NA
Locus_14553_Transcript_1/1_Confidence_1.000_Length_486	CHLREDRAFT149890	4e-15	Chlre2_kg.scaffold_27000159	Cre01.g058266.t1.1	NA
Locus_14554_Transcript_1/1_Confidence_1.000_Length_879	CHLREDRAFT189175	9e-78	estExt_fgenesh2_pg.C_140016	Cre03.g184700.t1.1	metacaspase 5
Locus_14557_Transcript_1/3_Confidence_0.692_Length_2417			Cre03.g182700.t1.2	CONSTANS-like 1
Locus_14570_Transcript_1/3_Confidence_0.667_Length_2158	CHLREDRAFT323324	2e-19	pg.chromosome_1_#_113	Cre01.g008891.t1.1	mercaptopyruvate sulfurtransferase 1
Locus_14574_Transcript_1/1_Confidence_1.000_Length_1080	CHLREDRAFT377239	5e-71	estExt_fgenesh1_pm.C_chromosome_20530	Cre02.g120550.t1.1	NA
Locus_14586_Transcript_1/2_Confidence_0.667_Length_1210	CHLREDRAFT21823	5e-13	fgenesh1_pg.C_scaffold_80000050	Cre12.g557150.t1.1	ELMO/CED-12 family protein
Locus_14602_Transcript_1/1_Confidence_1.000_Length_1416	CHLREDRAFT171607	3e-111	fgenesh2_pg.C_scaffold_1000228	Cre01.g022250.t1.2	ribosomal protein L3 plastid
Locus_14612_Transcript_1/1_Confidence_1.000_Length_1107	CHLREDRAFT117678	5e-108	e_gwW.20.124.1	Cre12.g550700.t1.1	Formyl transferase
Locus_14619_Transcript_2/2_Confidence_0.667_Length_2950	CHLREDRAFT381461	0.0	estExt_fgenesh1_pm.C_chromosome_160343	Cre16.g687350.t1.1	acyl-CoA oxidase 3
Locus_14620_Transcript_1/1_Confidence_1.000_Length_1099	CHLREDRAFT149843	7e-44	Chlre2_kg.scaffold_27000112	Cre01.g060900.t1.1	NA
Locus_14628_Transcript_1/1_Confidence_1.000_Length_653	CHLREDRAFT177897	3e-25	fgenesh2_pg.C_scaffold_45000032	Cre16.g670050.t1.1	OSBP(oxysterol binding protein)-related protein 3B
Locus_14638_Transcript_1/1_Confidence_1.000_Length_1212	CHLREDRAFT395433	4e-141	pasa_Sanger_mRNA13030	Cre14.g627850.t1.1	Dihydrodipicolinate reductase, bacterial/plant
Locus_14651_Transcript_1/1_Confidence_1.000_Length_1936	CHLREDRAFT117608	0.0	e_gwW.20.2.1	Cre12.g555950.t1.1	NA
Locus_14653_Transcript_1/1_Confidence_1.000_Length_665	CHLREDRAFT98563	2e-40	e_gwH.4.104.1	
Locus_14665_Transcript_1/2_Confidence_0.833_Length_1385	CHLREDRAFT425950	1e-19	pasa_Sanger_mRNA8068	Cre12.g555050.t1.2	Restriction endonuclease, type II-like superfamily protein
Locus_14679_Transcript_1/1_Confidence_1.000_Length_292			Cre06.g254700.t1.2	Zinc finger C-x8-C-x5-C-x3-H type family protein
Locus_14681_Transcript_1/1_Confidence_1.000_Length_1001	CHLREDRAFT119467	5e-39	e_gwW.29.142.1	Cre08.g360850.t1.1	AFG1-like ATPase family protein
Locus_14696_Transcript_1/1_Confidence_1.000_Length_488	CHLREDRAFT166180	1e-47	fgenesh2_pg.C_scaffold_7000099	Cre02.g077600.t1.1	NA
Locus_14719_Transcript_1/1_Confidence_1.000_Length_1753	CHLREDRAFT284007	4e-18	au.g2462_t1	Cre05.g233650.t1.2	NA
Locus_14722_Transcript_2/3_Confidence_0.714_Length_1385	CHLREDRAFT401007	2e-07	pasa_Sanger_mRNA27606	Cre06.g257100.t1.2	NA
Locus_14728_Transcript_1/1_Confidence_1.000_Length_328	CHLREDRAFT294868	1e-12	au.g12601_t1	Cre06.g260150.t1.1	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
Locus_14730_Transcript_3/4_Confidence_0.143_Length_818	CHLREDRAFT94911	5e-24	fgenesh1_est.C_scaffold_17000018	Cre14.g629283.t1.1	adenosine deaminases;RNA binding;RNA binding;adenosine deaminases
Locus_14746_Transcript_1/1_Confidence_1.000_Length_857	CHLREDRAFT141439	2e-63	Chlre2_kg.scaffold_7000266	Cre02.g086700.t1.1	conserved oligomeric Golgi complex component-related / COG complex component-related
Locus_14748_Transcript_1/1_Confidence_1.000_Length_603	CHLREDRAFT16794	2e-71	fgenesh1_pg.C_scaffold_29000137	Cre08.g367650.t1.1	Transducin/WD40 repeat-like superfamily protein
Locus_14750_Transcript_1/1_Confidence_1.000_Length_430			Cre07.g352600.t1.2	SU(VAR)3-9 homolog 1
Locus_14755_Transcript_1/1_Confidence_1.000_Length_283			Cre16.g686650.t1.1	NA
Locus_14762_Transcript_1/1_Confidence_1.000_Length_1340	CHLREDRAFT128005	8e-105	estExt_gwp_1H.C_110013	Cre12.g486400.t1.1	Ypt/Rab-GAP domain of gyp1p superfamily protein
Locus_14776_Transcript_1/1_Confidence_1.000_Length_557	CHLREDRAFT416592	2e-13	pasa_Sanger_mRNA20566	Cre02.g105550.t1.2	NA
Locus_14796_Transcript_1/1_Confidence_1.000_Length_1445	CHLREDRAFT282181	2e-54	au.g752_t1	Cre10.g455650.t1.1	homocysteine S-methyltransferase 3
Locus_14801_Transcript_1/1_Confidence_1.000_Length_1245	CHLREDRAFT145375	6e-27	Chlre2_kg.scaffold_14000008	Cre03.g184300.t1.2	NA
Locus_14802_Transcript_1/1_Confidence_1.000_Length_1365	CHLREDRAFT419677	0.0	pasa_Sanger_mRNA23925	Cre03.g192850.t1.1	Domain of unknown function (DUF1726) ;Putative ATPase (DUF699)
Locus_14812_Transcript_1/1_Confidence_1.000_Length_899	CHLREDRAFT137973	2e-142	estExt_gwp_1W.C_260040	Cre06.g288500.t1.1	Nucleotide-diphospho-sugar transferase family protein
Locus_14817_Transcript_2/2_Confidence_0.750_Length_602	CHLREDRAFT186321	1e-38	estExt_fgenesh2_pg.C_80222	Cre10.g424150.t1.1	transcription initiation factor IIA gamma chain / TFIIA-gamma (TFIIA-S)
Locus_14819_Transcript_3/3_Confidence_0.846_Length_2721	CHLREDRAFT316236	0.0	kg.chromosome_13_#_381_#_862300:1	Cre13.g571700.t1.2	calmodulin-domain protein kinase cdpk isoform 2
Locus_14821_Transcript_1/1_Confidence_1.000_Length_1556	CHLREDRAFT379627	0.0	estExt_fgenesh1_pm.C_chromosome_100297	Cre10.g442700.t1.1	P-loop containing nucleoside triphosphate hydrolases superfamily protein
Locus_14825_Transcript_1/1_Confidence_1.000_Length_752	CHLREDRAFT175853	2e-49	fgenesh2_pg.C_scaffold_34000159	Cre03.g152950.t1.2	Pseudouridine synthase family protein
